Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score
Titan International,Lean Manufacturing,150,4.5,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85
Trelleborg,Lean Manufacturing,250,5,11,91,87,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Camso,Lean Manufacturing,300,4.5,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Carlstar Group,Lean Manufacturing,"100,000",4,10,90,85,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85
Kenda Tires,Agile SCM,200,5,22,89,85,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80
Maxxis,Lean Manufacturing,"10,000",5.8,18,90,92,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,80,11,10,Medium,85,85
Federal Corporation,Lean Manufacturing,"1,000,000",5.5,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80
Nankang Rubber Tire,Agile SCM,200,4,18,87,89,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80
Delinte,Sustainable SCM,300,7.7,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
Toyama,Agile SCM,150,9,14,90,90,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,82,9,12,Medium,85,85
Lexani,Lean Manufacturing,100,2,8,94,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,81,12,7,High,90,85
Riken,Agile SCM,100,1,15,91,91,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85
Roadstone,Demand-Driven SCM,300,7,4,95,88,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,85,12,5,High,90,85
Arisun,Agile SCM,400,8,15,95,91,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,85,8,12,Medium,88,85
Greenball,Lean Manufacturing,400,5,12,89,89,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
Doublestar,Agile SCM,300,5.8,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85
Aelous,Lean Manufacturing,150,4,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80
Double Coin,Agile SCM,500,4,9,93,91,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,80,10,7,High,90,85
Blue Diamond,Lean Manufacturing,1200,6,5,93,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85
Bridgestone,Vendor Managed Inventory,359,4.5,10,92,93,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85
Michelin,Efficient Consumer Response,459,6.5,10,92,85,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,82,12,8,High,89,85
Goodyear,Sustainable SCM,876,6,8,94,92,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,81,12,7,High,90,85
Continental,Lean Manufacturing,655,4.2,20,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,12,Medium,85,80
Pirelli,Agile SCM,4444,4.5,7,98,89,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90
Yokohama,Lean Manufacturing,433,10,18,87,85,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80
Hankook,Agile SCM,12000,6.2,9,93,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
Toyo,Demand-Driven SCM,300,4.2,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80
Cooper,Lean Manufacturing,200,5,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85
Kumho,Agile SCM,"20,000",6,10,90,88,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,80,11,8,High,87,85
General Tire,Vendor Managed Inventory,500,5,12,88,90,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78
Uniroyal,Vendor Managed Inventory,100,5.2,12,89,91,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
BFGoodrich,Agile SCM,200,4.2,12,90,87,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,82,9,8,High,88,85
Firestone,Agile SCM,"20,000",4.2,14,90,89,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,81,9,12,Medium,85,85
Dunlop,Sustainable SCM,400,5.8,10,92,90,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85
Falken,Vendor Managed Inventory,"1,500",4,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85
Sumitomo,Just-In-Time,200,10,14,88,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80
Giti,Vendor Managed Inventory,500,4,8,94,92,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85
Linglong,Lean Manufacturing,300,6,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Sailun,Lean Manufacturing,500,5.2,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,80,11,8,High,88,85
Triangle,Lean Manufacturing,250,6,11,90,92,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,80,10,8,High,88,85
Westlake,Vendor Managed Inventory,300,50,10,93,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
Goodride,Agile SCM,250,6.2,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Nexen,Vendor Managed Inventory,"10,000",4.2,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85
Nitto,Agile SCM,100,10,2,98,85,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",81,20,5,High,90,85
Mickey Thompson,Agile SCM,"75,000",5.2,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Dick Cepek,Lean Manufacturing,"70,000",3.5,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80
Interco,Lean Manufacturing,100,8.2,12,89,88,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
TBC Brands,Agile SCM,200,5.2,18,88,90,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80
Multi-Mile,Lean Manufacturing,500,7,11,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Vanderbilt,Vendor Managed Inventory,300,5.5,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,80,11,8,High,91,85
Delta,Lean Manufacturing,300,6,10,90,88,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,80,11,8,High,88,85
American Omni Trading,Demand-Driven SCM,500,6,10,92,94,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85
Gladiator,Lean Manufacturing,400,10,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85
Ironman,Sustainable SCM,150,8.3,20,88,89,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,82,10,12,Medium,85,80
O'Reilly Auto Parts,Lean Manufacturing,100,6,18,90,87,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,81,11,10,Medium,85,85
AutoZone,Vendor Managed Inventory,200,5,7,98,91,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90
Advance Auto Parts,Lean Manufacturing,150,7.5,10,93,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
NAPA Auto Parts,Vendor Managed Inventory,"20,000",6,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Pep Boys,Agile SCM,100,6,22,89,85,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80
Carquest,Lean Manufacturing,"1,300,000",4,10,94,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85
Meineke,Agile SCM,200,4.2,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,80,10,10,Medium,85,80
Midas,Sustainable SCM,300,4.5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80
Firestone Complete Auto Care,Lean Manufacturing,100,5,20,88,93,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80
Goodyear Auto Service,Agile SCM,400,4.5,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Jiffy Lube,Lean Manufacturing,150,4,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,82,10,10,Medium,85,80
Valvoline Instant Oil Change,Vendor Managed Inventory,150,5,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,81,11,10,High,88,85
Monro Auto Service and Tire Centers,Agile SCM,100,5.8,7,98,85,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90
Big O Tires,Sustainable SCM,300,5.5,18,88,94,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80
Les Schwab Tire Centers,Vendor Managed Inventory,150,4,12,91,91,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85
Discount Tire,Just-In-Time,500,7.7,11,90,89,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Tire Kingdom,Lean Manufacturing,400,9,14,90,93,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80
NTB - National Tire & Battery,Agile SCM,300,2,7,99,88,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,80,15,3,High,95,90
America's Tire,Demand-Driven SCM,300,1,10,93,93,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85
Mavis Discount Tire,Agile SCM,100,7,12,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Tuffy Tire & Auto Service,Agile SCM,300,8,7,98,89,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90
Precision Tune Auto Care,Agile SCM,300,7,11,90,91,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,82,9,10,High,87,80
Mr. Tire Auto Service Centers,Cross-Docking,"10,000",5.2,9,92,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,81,12,8,High,88,85
Hibdon Tires Plus,Agile SCM,"20,000",7.5,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85
Tire Warehouse,Lean Manufacturing,500,10.5,15,91,92,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85
Town Fair Tire,Just-In-Time,200,5.8,8,94,94,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85
Tire Barn Warehouse,Agile SCM,100,7,10,92,90,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85
Tires Plus,Demand-Driven SCM,150,5.2,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
Tire Discounters,Vendor Managed Inventory,250,6,9,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,80,11,8,High,91,85
AAA Car Care,Vendor Managed Inventory,400,7.2,7,98,91,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,80,12,3,High,95,90
Big Brand Tire & Service,Vendor Managed Inventory,200,6,2,98,90,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,85,12,5,High,90,85
Dunn Tire,Lean Manufacturing,"20,000",5.5,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85
Belle Tire,Lean Manufacturing,500,7,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,82,10,10,Medium,85,80
Sullivan Tire and Auto Service,Lean Manufacturing,200,4.5,3,97,89,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",81,18,5,High,90,88
Bruce's Tire,Lean Manufacturing,300,10,12,91,88,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,82,11,10,High,88,85
Plaza Tire Service,Agile SCM,100,5,10,94,87,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,81,12,7,High,90,85
Fleet Farm,Lean Manufacturing,250,6,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Costco Tire Center,Agile SCM,"20,000",5,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Sam's Club Tire & Battery Center,Lean Manufacturing,150,4.2,10,90,85,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85
Sears Auto Center,Cross-Docking,"1,300,000",6.5,22,89,92,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80
Walmart Auto Care Centers,Agile SCM,200,7.5,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85
Pep Boys,Lean Manufacturing,200,5.8,18,88,89,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80
O'Reilly Auto Parts,Agile SCM,500,5,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,80,9,15,Medium,85,80
AutoZone,Sustainable SCM,150,5.5,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
Advance Auto Parts,Agile SCM,250,6.5,14,90,88,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85
NAPA Auto Parts,Lean Manufacturing,300,6,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,82,12,7,High,90,85
Jiffy Lube,Agile SCM,"100,000",5,15,91,88,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,81,10,12,Medium,85,85
Valvoline Instant Oil Change,Demand-Driven SCM,200,5.8,4,95,91,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,85,12,5,High,90,85
Meineke,Agile SCM,"10,000",4,15,95,89,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,85,8,12,Medium,88,85
Firestone Complete Auto Care,Lean Manufacturing,"1,000,000",4.5,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
Goodyear Auto Service,Agile SCM,200,5.5,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85
Midas,Lean Manufacturing,300,5.8,11,90,91,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Big O Tires,Agile SCM,150,5.2,9,93,87,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,80,10,7,High,90,85
Les Schwab Tire Centers,Lean Manufacturing,100,4.2,5,93,93,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,80,11,5,High,90,85
Discount Tire,Vendor Managed Inventory,100,8.2,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85
Tire Kingdom,Efficient Consumer Response,300,4.2,10,92,92,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85
NTB - National Tire & Battery,Sustainable SCM,400,5,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,82,12,7,High,90,85
America's Tire,Lean Manufacturing,400,5.8,20,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,81,9,12,Medium,85,80
Mavis Discount Tire,Agile SCM,300,4,7,98,85,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90
Tuffy Tire & Auto Service,Lean Manufacturing,150,4,18,87,85,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80
Precision Tune Auto Care,Agile SCM,500,6,9,93,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
Mr. Tire Auto Service Centers,Demand-Driven SCM,300,4.5,15,91,89,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80
Hibdon Tires Plus,Lean Manufacturing,200,6.5,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Tire Warehouse,Agile SCM,"20,000",6,10,90,90,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,80,11,8,High,87,85
Town Fair Tire,Vendor Managed Inventory,500,4.2,12,88,91,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,80,8,15,Medium,80,78
Tire Barn Warehouse,Vendor Managed Inventory,100,4.5,12,89,87,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
Tires Plus,Agile SCM,200,10,12,90,89,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,85,9,8,High,88,85
Tire Discounters,Agile SCM,"20,000",6.2,14,90,90,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,82,9,12,Medium,85,85
AAA Car Care,Sustainable SCM,400,4.2,10,92,88,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,81,11,8,High,88,85
Big Brand Tire & Service,Vendor Managed Inventory,"1,500",5,10,94,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85
Dunn Tire,Just-In-Time,200,6,14,88,92,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80
Belle Tire,Vendor Managed Inventory,500,5,8,94,88,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85
Sullivan Tire and Auto Service,Lean Manufacturing,300,5.2,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Bruce's Tire,Lean Manufacturing,500,4.2,10,90,92,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85
Plaza Tire Service,Lean Manufacturing,250,4.2,11,90,89,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,80,10,8,High,88,85
Fleet Farm,Vendor Managed Inventory,300,5.8,10,93,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85
Costco Tire Center,Agile SCM,250,4,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Sam's Club Tire & Battery Center,Vendor Managed Inventory,"10,000",10,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Sears Auto Center,Agile SCM,100,4,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",82,20,5,High,90,85
Walmart Auto Care Centers,Agile SCM,"75,000",6,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85
Pep Boys,Lean Manufacturing,"70,000",5.2,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,82,9,15,Medium,85,80
O'Reilly Auto Parts,Lean Manufacturing,100,6,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,81,10,10,Medium,85,80
AutoZone,Agile SCM,200,50,18,88,90,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80
Advance Auto Parts,Lean Manufacturing,500,6.2,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
NAPA Auto Parts,Vendor Managed Inventory,300,4.2,10,92,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
Jiffy Lube,Lean Manufacturing,300,10,10,90,94,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85
Valvoline Instant Oil Change,Demand-Driven SCM,500,5.2,10,92,91,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85
Meineke,Lean Manufacturing,400,3.5,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,80,10,8,High,90,85
Firestone Complete Auto Care,Sustainable SCM,150,8.2,20,88,87,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,80
Goodyear Auto Service,Lean Manufacturing,100,5.2,18,90,91,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85
Midas,Vendor Managed Inventory,200,7,7,98,89,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90
Big O Tires,Lean Manufacturing,150,5.5,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,82,10,8,High,90,85
Les Schwab Tire Centers,Vendor Managed Inventory,"20,000",6,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85
Discount Tire,Agile SCM,100,6,22,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80
Tire Kingdom,Lean Manufacturing,"1,300,000",10,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85
NTB - National Tire & Battery,Agile SCM,200,8.3,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80
America's Tire,Sustainable SCM,300,6,11,90,93,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Mavis Discount Tire,Lean Manufacturing,100,5,20,88,85,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80
Tuffy Tire & Auto Service,Agile SCM,400,7.5,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85
Precision Tune Auto Care,Lean Manufacturing,150,6,12,89,88,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,80,10,10,Medium,85,80
Healthcare Companies (continued):,Vendor Managed Inventory,150,6,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Mr. Tire Auto Service Centers,Agile SCM,100,4,7,98,94,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90
Hibdon Tires Plus,Sustainable SCM,300,4.2,18,88,91,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,82,10,12,Medium,85,80
Tire Warehouse,Vendor Managed Inventory,150,4.5,12,91,89,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,81,11,10,High,88,85
Town Fair Tire,Just-In-Time,500,5,11,90,93,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Tire Barn Warehouse,Lean Manufacturing,400,4.5,14,90,88,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80
Tires Plus,Agile SCM,300,4,7,99,93,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,85,15,3,High,95,90
Tire Discounters,Demand-Driven SCM,300,5,10,93,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
AAA Car Care,Agile SCM,100,5.8,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Big Brand Tire & Service,Agile SCM,300,5.5,7,98,91,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,80,12,3,High,95,90
Dunn Tire,Agile SCM,300,10.5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80
Belle Tire,Cross-Docking,"10,000",5.8,9,92,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,85,12,8,High,88,85
Sullivan Tire and Auto Service,Agile SCM,"20,000",7,2,98,92,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85
Bruce's Tire,Lean Manufacturing,500,5.2,15,91,94,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,82,10,12,Medium,85,85
Plaza Tire Service,Just-In-Time,200,6,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,81,12,7,High,90,85
Fleet Farm,Agile SCM,100,7.2,10,92,90,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85
Costco Tire Center,Demand-Driven SCM,150,6,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
